OriginalTitle,Popularity,weighted_average,score,bag_of_words
Camp Rock,0.0005851575443396317,0.4772813278234347,0.19126362565597768,family music comedy drama tvmovie romance get chance attend camp rock life take unpredictable twist important true nan
Camp Rock 2: The Final Jam,0.13124683229698686,0.4560832821960954,0.2611814122566303,comedy music tvmovie cannot wait go back camp rock spend summer making new music friend gray slick new camp across lake camp star serious competition – newcomer luke sensational battle band camp rock future stake camp star flashy production antic win camp rocker prove music teamwork spirit truly matter nan
Camp X-Ray,0.47242833983378163,0.5423854317861188,0.5004111766147165,drama young woman join military part something bigger root instead end new guard bay mission far black white surrounded hostile aggressive strike unusual friendship one connection takes courage
Campeones,0.3378586618818209,0.7066743235084245,0.48538492653246235,drama comedy basketball coach given chance coach team player intellectually disabled soon might take make national championship when winning isnt everything
Campeonex,0.8937170249681652,0.4906790221905859,0.7325018238571335,comedy drama nan nan
Can You Ever Forgive Me?,0.06386063454112567,0.5644835446684402,0.26410979859205147,drama crime comedy celebrity biographer longer able get fallen step current taste turn art form deception her greatest work will be her biggest crime
Can You Keep a Secret?,0.004331976042495134,0.5001098181340953,0.2026431128791352,romance comedy emma girl secret turbulent plane ride think she is die emma spill handsome stranger sitting next least thought stranger company ’ s young elusive office it is know every single humiliating detail emma the pitfalls and pleasures of telling the truth
Can't Buy Me Love,0.22560858315687815,0.6024374312494718,0.37634012239391557,drama comedy romance high miller rescue cheerleader parental punishment accidentally mother designer clothes pay outfit one condition act though they are couple entire month day however making popular former best friend get left behind social success is not everything ronald is making an investment in his senior year hes hiring the prettiest cheerleader in school to be his girlfriend
Can't Hardly Wait,0.06233325890866759,0.4404572409121803,0.21358285171007269,comedy romance graduation day hill high know mean time party party either one night remember become stud jock freshman crush blossom grownup romance yesterdays history tomorrows the future tonights the party
Canadian Bacon,0.16851259282170528,0.355183551055275,0.24318097611513317,comedy you president low opinion poll get raising popularity trying start cold war canada ill tell ya another thing their beer sucks
Candy Land,0.25688910997958514,0.4517158532119212,0.3348198072725196,horror thriller seemingly naive devout young woman find cast religious cult place turn underground world truck stop sex worker watchful eye matriarch enigmatic local lawman strained belief system code find true calling life well take care of you
Candyman,0.45232043679346945,0.5216297881994025,0.48004417735584265,drama horror thriller murderous soul hook hand accidentally reality skeptic grad student monster myth you dont have to believe just beware
Candyman,0.45232043679346945,0.5216297881994025,0.48004417735584265,horror mystery thriller partner move loft chance encounter expose true story behind unknowingly open door complex past sanity terrifying wave violence dare to say his name
Candyman,0.420697158500158,0.39089416176453584,0.40877595980590914,drama horror thriller murderous soul hook hand accidentally reality skeptic grad student monster myth you dont have to believe just beware
Candyman,0.420697158500158,0.39089416176453584,0.40877595980590914,horror mystery thriller partner move loft chance encounter expose true story behind unknowingly open door complex past sanity terrifying wave violence dare to say his name
Candyman: Day of the Dead,0.011257943002333182,0.1527560586088379,0.06785718924493507,horror thriller return try convince female descendent artist join legendary figure end frame series hideous murder friend associate nowhere else turn blood is sharper than the blade
Candyman: Farewell to the Flesh,0.04312259453156608,0.28839911580051547,0.14123320303914583,horror thriller move new start horrific murder time intended victim school teacher father brother wrongly accused murder evil comes when you call his name
Cannibal Ferox,0.1767114462931938,0.2966904711144944,0.22470305622171405,adventure horror three friend disprove cannibalism meet two men run tortured cannibal tribe find emerald tribe revenge banned in 31 countries
Cannibal Holocaust,0.5419675245389264,0.45605358840127685,0.5076019500838665,horror new york university professor return rescue mission footage shot lost team making film area local cannibal tribe can a movie go too far
Cannonball Run II,0.20111479979091107,0.2916268774384658,0.23731963084993296,action comedy wealthy put million prize money car race one person crazy enough hit road hard wheel spinning fast legendary driver competition along friend victor together across landscape madcap test wit automobile skill the popcorns in the lobby the nuts are on the screen
Caníbal,0.06937561837211637,0.3847865524567067,0.1955399920059525,drama thriller respectable man prestigious tailor granada life reduced work main hobby eating anything a love story
Cape Fear,0.40316276705570053,0.6831249715011425,0.5151476488338773,crime thriller sam corporate attorney psychotic rapist common year ago sam public defender assigned rape trial made serious error document illiterate client could gotten cagey teach sam family thing two loss there is nothing in the dark that isnt there in the light except fear
Cape Fear,0.40316276705570053,0.6831249715011425,0.5151476488338773,thriller sam witness rape year prison begin stalking family always clever enough violate law now he had only one weapon left—murder
Cape Fear,0.07505414156624002,0.6817839700679285,0.31774607296691537,crime thriller sam corporate attorney psychotic rapist common year ago sam public defender assigned rape trial made serious error document illiterate client could gotten cagey teach sam family thing two loss there is nothing in the dark that isnt there in the light except fear
Cape Fear,0.07505414156624002,0.6817839700679285,0.31774607296691537,thriller sam witness rape year prison begin stalking family always clever enough violate law now he had only one weapon left—murder
Capone,0.12635883914215107,0.21155951382464133,0.16043910901514719,crime drama year old al year prison start suffering dementia come violent past we all pay for our crimes in the end
Capote,0.01813756081693918,0.6082584626775782,0.2541859215611948,crime drama writer capote assignment new yorker write nonfiction book cold blood in cold blood
Capriccio,0.4711423676690205,0.34285326113881043,0.4198267250569364,drama fling former lover prove disastrously unlike romantic memory unfaithful couple return nan
Capricorn One,0.10594378134565119,0.5596164762659068,0.28741285931375343,drama action thriller sciencefiction order protect reputation space program team administrator turn first mar mission phony mar landing threat harm family astronaut play part deception staged deserted military base real ship return earth burn astronaut become liability help reporter must battle sinister conspiracy stop nothing keep truth hidden the mission was a sham the murders were real
Captain America,0.06278073835545195,0.1087616586636968,0.0811731064787499,action adventure sciencefiction war world war brave patriotic soldier experiment become new captain racing sabotage rocket red skull captain wind frozen find red skull identity kidnap president united state frozen in the ice for decades captain america is freed to battle against archcriminal the red skull
Captain America: Civil War,0.9547530726409417,0.7268498438425759,0.8635917811215954,adventure action sciencefiction following event age collective government world act designed regulate superhuman activity opinion amongst avenger causing two faction side iron man captain because epic battle former ally united we stand divided we fall
Captain America: The First Avenger,0.6840462626040076,0.6250679079720856,0.6604549207512387,action adventure sciencefiction world war sickly man who captain aid war effort must stop red skull – ruthless head weaponry leader organization use mysterious untold power world domination when patriots become heroes
Captain America: The Winter Soldier,0.5858077576989571,0.8004023685659178,0.6716456020457413,action adventure sciencefiction cataclysmic event new york avenger aka captain living quietly trying adjust modern world shield colleague come attack becomes web intrigue put world risk joining force black widow captain struggle expose conspiracy fighting professional assassin sent silence every turn full scope villainous plot revealed captain black widow enlist help new ally falcon however soon find unexpected formidable enemy — the winter soldier in heroes we trust
Captain Corelli's Mandolin,0.010930120717322023,0.3803944664351344,0.15871585900444699,drama romance war fisherman leaf fight army world war fall love local commander nan
Captain Fantastic,0.40888591527011764,0.8329941244270156,0.5785291989328768,adventure drama father living forest pacific northwest six young try assimilate back society he prepared them for everything except the outside world
Captain Marvel,0.9125831604345469,0.5734984521060205,0.7769492771031363,action adventure sciencefiction story carol becomes one universe ’ s powerful hero earth caught middle galactic war two alien race captain marvel adventure previously unseen period history marvel cinematic universe higher further faster
Captain Phillips,0.3146769038004191,0.7623304410688445,0.4937383187077893,action drama thriller true story captain pirate first cargo ship two hundred year out here survival is everything
Captain Underpants: The First Epic Movie,0.345705144292509,0.43565962052899465,0.38168693478710325,action animation comedy family based book series animation present global movie event captain underpants outrageous family comedy tell story two overly imaginative prankster hart hypnotize principal helm thinking he is enthusiastic yet superhero captain underpants 50 hero 100 cotton
Captive State,0.2705333167816679,0.3079721115972971,0.2855088347079196,sciencefiction action horror thriller nearly decade occupation extraterrestrial force life neighborhood side conflict neighborhood alien force nine year surveillance restriction civil right given rise authoritarian system dissent among populace 10 years ago they took our planet today we take it back
Capturing Avatar,0.03451520377856232,0.6461096302556286,0.27915297436938885,documentary feature documentary making us footage film development well stock footage far back production titanic also included numerous interview cast artist crew member documentary bonus feature extended collector edition nan
Career Opportunities,0.36594403145371124,0.5814063932100577,0.4521289761562498,romance comedy josie daughter town businessman face problem home wish leave town decision fall asleep target dressing room find locked store overnight janitor town hoper liar he took the job that no one wanted and got the girl that everyone did
Careful What You Wish For,0.22993377334347254,0.4226176121754208,0.3070073088762518,drama thriller guy get entering affair wife investment banker soon suspicious death substantial life insurance policy embroil scandal wanting her was his first mistake
Cargo,0.07257019065953196,0.47774024085443445,0.23463821073749297,drama thriller horror infected wake violent pandemic hour live father struggle find new home baby daughter the future is fragile
Carlito's Way,0.32023984548751705,0.7965306387836399,0.5107561628059663,crime drama romance thriller prison pledge stay away drug violence despite pressure around lead better life outside hes got a good future if he can live past next week
Carne trémula,0.02549056470090516,0.6227361889971972,0.26438881441942197,romance drama thriller scorned force life couple put behind bar life love desire and everything in between
Carol,0.23179651690835046,0.7304166585781133,0.4312445735762557,romance drama new york clerk dream better life fall older married woman some people change your life forever
Carrie,0.6603529996634585,0.684196325715507,0.6698903300842779,horror thriller white shy friendless teenage girl sheltered domineering religious mother telekinetic power classmate senior if youve got a taste for terror… take carrie to the prom
Carrie,0.6603529996634585,0.684196325715507,0.6698903300842779,drama horror classic horror tale white shy girl outcast peer sheltered deeply religious mother telekinetic terror small town far senior know her name fear her power
Carrie,0.6603529996634585,0.684196325715507,0.6698903300842779,horror drama tvmovie white lonely painfully shy teenage girl telekinetic power slowly insanity frequent bullying classmate school religious abusive mother if only they knew she had the power
Carrie,0.45113252041618535,0.382368986343967,0.423627106787298,horror thriller white shy friendless teenage girl sheltered domineering religious mother telekinetic power classmate senior if youve got a taste for terror… take carrie to the prom
Carrie,0.45113252041618535,0.382368986343967,0.423627106787298,drama horror classic horror tale white shy girl outcast peer sheltered deeply religious mother telekinetic terror small town far senior know her name fear her power
Carrie,0.45113252041618535,0.382368986343967,0.423627106787298,horror drama tvmovie white lonely painfully shy teenage girl telekinetic power slowly insanity frequent bullying classmate school religious abusive mother if only they knew she had the power
Carrie,0.2635345871975918,0.4211679274425202,0.3265879232955632,horror thriller white shy friendless teenage girl sheltered domineering religious mother telekinetic power classmate senior if youve got a taste for terror… take carrie to the prom
Carrie,0.2635345871975918,0.4211679274425202,0.3265879232955632,drama horror classic horror tale white shy girl outcast peer sheltered deeply religious mother telekinetic terror small town far senior know her name fear her power
Carrie,0.2635345871975918,0.4211679274425202,0.3265879232955632,horror drama tvmovie white lonely painfully shy teenage girl telekinetic power slowly insanity frequent bullying classmate school religious abusive mother if only they knew she had the power
Carriers,0.3853352417197753,0.41315131505455405,0.3964616710536868,action drama horror sciencefiction thriller deadly virus spread across globe contagion everywhere one safe one four friend race back road west way secluded utopian beach gulf could peacefully wait pandemic plan take grim turn car break isolated road starting chain event seal fate the rules are simple you break them you die
Cars,0.7501508859806367,0.5978972591047689,0.6892494352302896,animation adventure comedy family lightning rookie race car driven succeed life journey finish line find unexpectedly sleepy route town radiator spring route across country big piston cup championship compete two seasoned pro get know town offbeat character ahhh its got that new movie smell
Cars 2,0.9806084794900849,0.4027454324620292,0.7494632606788626,animation family adventure comedy star race car lightning pal mater head overseas compete world grand race road championship becomes rocky mater get caught intriguing adventure international espionage kaciao
Cars 3,0.9100245603868868,0.5938584534213258,0.7835581176006624,animation adventure comedy family new generation racer legendary lightning suddenly sport love get back game need help eager young race technician plan win inspiration late fabulous hornet unexpected turn proving is not yet test heart champion piston cup racing ’ s biggest stage its not over until lightning strikes
Cartel Land,0.01129890694445912,0.6359469650825926,0.2611581301997125,drama documentary state physician known el doctor shepherd citizen uprising knight templar violent drug cartel havoc region year meanwhile altar valley — a narrow desert corridor known cocaine alley — nailer veteran head small paramilitary group border recon whose goal halt ’ s drug war across border nan
Casablanca,0.4113316830245686,0.9002763567042922,0.6069095524964581,drama romance morocco cynical expatriate meet former lover unforeseen complication they had a date with fate in casablanca
Casanova,0.10047495576692311,0.479182456874208,0.2519579562098371,adventure comedy drama romance reputation seducing member opposite sex regardless marital status notorious womanizer beauty impervious charm however pursue indifferent lady find falling love he won every womans heart she won his
Case 39,0.3437039561672439,0.4548023145178055,0.38814329950746856,horror mystery thriller many year social worker belief seen meet girl cruel parent worst fear confirmed parent try harm child custody look foster family however soon find dark force surround seemingly innocent girl try protect horror encounter some cases should  never be opened
Cash,0.36912137076986595,0.4660725391073557,0.40790183810486186,comedy drama determined even scale profit thankless job factory worker scheme traffic luxury perfume employer nose nan
Cashback,0.43998726514384456,0.6071437777584805,0.506849870189699,drama comedy romance painful breakup ben insomnia kill time start working late night shift local supermarket artistic imagination run wild sometimes love is hiding between the seconds of your life
Casi muerta,0.8054576573326682,0.5971588538487338,0.7221381359390944,comedy romance two lifelong friend even though apart course last year accident leaf verge dying reunite discover always love decide whether new life give chance childhood love could die second nan
Casino Royale,0.594289521444409,0.7436487645627285,0.6540332186917368,adventure action thriller banker world terrorist participate poker game use winning establish financial grip terrorist market bond — on maiden mission agent — to attend game prevent winning help vesper bond important poker game already dangerous career everyone has a past every legend has a beginning
Casino Royale,0.594289521444409,0.7436487645627285,0.6540332186917368,adventure action comedy sir bond back retirement stop order trick think ultimate plan every agent bond one bond whose real name tremble sent take game baccarat bond get handle casino royale is too much for one james bond
Casino Royale,0.3318134923623923,0.25366706917201,0.3005549230862394,adventure action thriller banker world terrorist participate poker game use winning establish financial grip terrorist market bond — on maiden mission agent — to attend game prevent winning help vesper bond important poker game already dangerous career everyone has a past every legend has a beginning
Casino Royale,0.3318134923623923,0.25366706917201,0.3005549230862394,adventure action comedy sir bond back retirement stop order trick think ultimate plan every agent bond one bond whose real name tremble sent take game baccarat bond get handle casino royale is too much for one james bond
Casper,0.94072474999861,0.45243891721611584,0.7454104168856123,fantasy comedy family kind young ghost peacefully haunt mansion specialist communicate fellow spirit along teenage daughter kat quickly fall love kat budding relationship complicated transparent state also troublemaking apparition uncle mischievous antic seeing is believing
Casper Meets Wendy,0.024091893771750028,0.4033387439738534,0.17579063385259136,family fantasy tvmovie warlock good little witch aunt hide resort ghost uncle although told ghost witch do not get along two kindred spirit spooky adventure find bridging divide battle warlock intent a bewitching new liveaction movie
Casper: A Spirited Beginning,0.12249686622052969,0.2722739770325808,0.18240771054535015,adventure family comedy fantasy first feature spirited beginning ghost you will ever know met ghoul manor meet young lonely teach proper ghost its a whole new scream
Cassandro,0.3167169981544642,0.5338559417270399,0.40357257558349446,drama true story gay amateur wrestler el rise international stardom character “ ” process wrestling world also life changing the game one match at a time
Cast Away,0.6002662248064963,0.7933948386622003,0.6775176703487779,adventure drama chuck top international manager kelly student love heading towards marriage chuck plane crash sea terrible storm he survivor find desolate island way escape chuck must find way survive new home at the edge of the world his journey begins
Casualties of War,0.2226966910359769,0.6463515794305015,0.3921586463937867,drama history  war war soldier find outsider squad unnecessarily kidnap female villager even in war… murder is murder
Cat Ballou,0.12476409490647433,0.48250944420581776,0.2678622346262117,comedy romance western woman seeking revenge father hire famous gunman he different its that wayout whopper of a funny westerna shebang to end all shebangs
Cat Pack: A PAW Patrol Exclusive Event,0.33092485795502524,0.630843351001785,0.4508922551737292,animation family mayor humdinger robot cat menace paw patrol call cat pack help stopping creature its paw power like youve never seen before
Cat's Eye,0.3303088007249213,0.5613078785415269,0.42270843185156354,horror thriller three short story linked stray cat one tale next creepy triptych begin dick try quit smoking mean necessary next meet adulterous man who forced lover husband onto building hazardous ledge finally evil gnome throw suspicion family cat follow the newest catandcreature game as played through
Catch Me If You Can,0.8895218771995144,0.8724043887332162,0.882674881812995,drama crime true story frank th birthday successfully million dollar worth check pan pilot doctor legal prosecutor agent make mission put behind bar frank capture revel pursuit the true story of a real fake
Catch the Bullet,0.3202863534480662,0.3689368681143397,0.33974655931457565,western action you marshal return mission find father wounded son outlaw jed blake hot trail form posse deputy stoic pawnee tracker jed tread dangerously close red desert ’ s territory the sun never sets on vengeance
Catch the Fair One,0.08562958668350706,0.5019595352065775,0.25216156609273527,thriller native boxer fight life go search missing sister the predators are her prey
Catherine Called Birdy,0.016922641232127278,0.4342401508295466,0.183849645071095,adventure comedy teenage girl medieval life try avoid marriage father map dont call me lady
Cats & Dogs,0.31547509018761,0.258814537587972,0.2928108691477548,family comedy professor vaccine human allergy dog unwittingly upset fragile balance power cat dog touch epic battle pet supremacy fur fly feline faction led tinkle square puppy canine cohort things are gonna get hairy
Cats & Dogs 3: Paws Unite,0.32468663275044074,0.46460061937465325,0.3806522274001257,family comedy action ten year since creation great truce elaborate surveillance system designed cat dog keep peace conflict arise villain hack wireless network use frequency cat dog conflict battle cat dog back team inexperienced untested agent use animal instinct restore order peace cat dog everywhere nan
Cats & Dogs: The Revenge of Kitty Galore,0.34041948375676045,0.2357005306592015,0.29853190251773687,family adventure comedy fantasy action animation ongoing war canine feline specie put hold join force thwart rogue cat spy sinister plan conquest just like real spies only furrier
Cats Don't Dance,0.08687927090270908,0.6268684437244607,0.30287494003140975,animation comedy family music ambitious singing dancing cat go several obstacle fulfill dream becoming movie star for a bunch of funny friends trying to break into show business its a jungle out there
Catwoman,0.41583936795740173,0.06317670859275237,0.274774304211542,action fantasy mystery crime corporate conspiracy graphic artist patience wash island she is prowess cat — she is eager use new skill vigilante say cat mouse handsome gumshoe lone tail fascinated persona you can’t catch her
Catwoman: Hunted,0.18672294238634524,0.38610769479853735,0.26647684335122207,animation action crime attempt steal priceless jewel put squarely powerful consortium villain mention predator becomes prey
Causeway,0.23626302831265966,0.5200467063546084,0.3497764995294391,drama you soldier traumatic brain injury fighting struggle adjust life back home new meet local mechanic pair begin forge unexpected bond begin again
Caveman,0.0012531415980947536,0.5188958920447426,0.20831024177675392,comedy adventure cast tribe mate tribe head muscle man stumble along gathering misfit learning bit world outside cave eventually friend lar tala learn secret fire meat defend brutal yet stupid dinosaur a prehisterical comedy
Cazadora,0.4058132097040672,0.45141459211332524,0.4240537626677704,thriller future mother teenage son go hunting mountain encounter stranger upend relationship nan
Celda 211,0.19148401444483065,0.7146902435053342,0.400766506069032,action thriller drama story two men different side prison riot inmate leading rebellion young guard trapped revolt pose prisoner desperate attempt survive ordeal to survive inside he has to become one of them
Celebrity Sex Tape,0.4140015936298589,0.1872317458015842,0.323293654498549,comedy group college secretly record washed celebrity sex post tape publicity actress career every celebrity reality show reject want star guy next production theyre just the tools you need for fame and fortune
Cell,0.09771985221682988,0.11784016085504811,0.10576797567211718,horror sciencefiction thriller strange signal cell phone network start murderous epidemic epic proportion user become bloodthirsty creature group people new among survivor deal chaos when everyone is connected no one is safe
Cellular,0.19640819620841232,0.47756180855370545,0.3088696411465296,action thriller young man emergency phone call cell phone older woman claim – targeted husband child next if the signal dies so does she
Cemetery Junction,0.009452478477733228,0.5008502050238857,0.20601156909619422,drama comedy three friend spend day drinking fighting chasing girl want leave world cool charismatic lovable loser snork happy life way get new job salesman bump old school sweetheart gang forced make choice change life ever be young be free be somebody
Centauro,0.08193525340849672,0.45021267063762993,0.22924622030015002,action crime thriller hooked pure fiery feeling get speed racing get mixed drug dealer burn rubber save nan
Central Intelligence,0.671766789360736,0.475394158533486,0.5932177370298359,action comedy crime mystery old pal accountant world international espionage saving the world takes a little hart and a big johnson
Centurion,0.13193686546135397,0.4348877048590829,0.25311720122044556,adventure action drama ad quintus sole survivor raid frontier fort march north general legendary ninth legion order wipe face earth destroy leader history is written in blood
Cerdita,0.6209720032755397,0.5403543651555007,0.5887249480275241,horror thriller drama overweight see glimpse hope tormentor brutally stranger adolescence can be brutal
Certain Women,0.08637974058360798,0.4052525317643947,0.21392885705592268,drama three woman strive forge path amidst plain northwest lawyer forced subdue client wife mother whose plan construct dream home reveal fissure marriage lonely ranch hand form ambiguous bond young law student nan
Cet obscur objet du désir,0.19151345689835786,0.6747891633659875,0.3848237394854097,comedy drama romance dumping bucket water beautiful young woman window train car wealthy fellow passenger story relationship young woman question fiery flamenco dancer tale cruelty depravity lie building block love luis buñuels masterpiece
Cha Cha Real Smooth,0.248519861431044,0.6323365190923549,0.4020465244955683,comedy drama romance fresh college stuck new jersey home without clear path forward begin working party starter — where strike unique friendship young teenage daughter falling in love is easy growing up is hard
Chain Reaction,0.037099985144459335,0.33063541295310417,0.15451415626791726,sciencefiction action drama thriller two researcher green alternative energy project forced run framed murder treason on the run
Chalet Girl,0.03741246165705614,0.4798826082387313,0.21440052028972623,comedy romance working job exclusive ski resort support dad kim good competition huge cash prize dig deep overcome fear life get complicated how to marry a billionaire
Champions,0.2997200311996455,0.5928342979604149,0.41696573790395325,comedy stubborn hotheaded minor league basketball coach forced train special team community service every dream team starts somewhere
Chances Are,0.05753717284488591,0.5382923455946726,0.24983924194480062,fantasy comedy romance happily married corinne first anniversary crossing road finch twenty year later fate daughter together home begin remember former life wife best friend course there also problem he daughter alex has a lifetime full of wonderful memories unfortunately theyre not his
Chang Can Dunk,0.1882652261483293,0.5781772289608962,0.34423002727335605,family comedy drama chang bet high school basketball star dunk bet lead chang quest learn dunk — not impress crush gain respect high school peer rise truly throw one hell everything know friendship family nothing is out of reach
Changeling,0.3695889446185787,0.7552676969340011,0.5238604455447476,crime drama mystery collins son brought back home suspect boy returned is not child police captain asylum to find her son she did what no one else dared
Changing Lanes,0.10023139354249366,0.45751242291544747,0.2431438052916752,thriller action drama new york city crowded drive circumstance would not chain reaction could decimate two people life day time minor collision turn two complete stranger vicious adversary mean might different goal ultimately systematically try dismantle life reckless effort reclaim something lost nan
Chaos,0.2253596003438607,0.45772273549311926,0.31830485440356415,drama action crime detective unfairly suspended partner york leaf police force tragic shooting pearl street bridge hostage criminal die bank hostage situation assigned charge operation rookie partner thief lead apparently steal penny bank chasing gangster police team disclose virus system stealing one billion dollar different account principle chaos theory find killing accomplice when the system breaks down someone is about to get rich
Chaos Walking,0.4165220674697869,0.5219950524588439,0.45871126146540975,fantasy sciencefiction adventure two unlikely companion embark perilous adventure badlands unexplored planet try escape dangerous reality inner thought seen everyone no one escapes the noise
Chaplin,0.17942728379047312,0.6907484962175747,0.38395576876131376,drama aged life autobiography editor rise wealth comedic fame poverty turbulent personal life everyone has a wild side even a legend
Chappie,0.6949682150153491,0.5713421325015196,0.6455177820098172,crime action sciencefiction every child come world full promise none chappie gifted special prodigy like child chappie come influence surroundings — some good bad — and rely heart soul find way world become man there one thing make chappie different one else robot i am consciousness i am alive i am chappie
Charade,0.3702683376547371,0.7590810703391337,0.5257934307284957,comedy mystery romance fall dashing peter skiing holiday alp upon return husband soon peter giving chase three late husband world war crony quarter million dollar quartet stole behind enemy line peter keep name is anyone really who they seem to be
Chariots of Fire,0.09057582122589247,0.5628690355266008,0.2794931069461758,drama history  religiously divided early two determined young runner train eric devout born missionary china see running part worship god glory refuse train compete sabbath class bias neglect beloved sweetheart quest this is the story of two men who run not to run but to prove something to the world they will sacrifice anything to achieve their goals except their honor
Charlie St. Cloud,0.11197179740401375,0.5890888272072607,0.30281860932531257,drama romance accomplished sailor st cloud adoration mother little brother sam well college scholarship lead far sleepy pacific northwest bright future cut short tragedy strike take dream classmate te return home unexpectedly torn promise made four year moving forward love find courage let go past good soul worth saving life is for living
Charlie Wilson's War,0.09438822593675766,0.499840169696832,0.25656900344078737,comedy drama history  true story congressman covert dealing effort assist rebel war soviet unforeseen effect when the world wasnt looking he changed it forever
Charlie's Angels,0.6717057305224576,0.4994547721563678,0.6028053471760217,action adventure comedy system engineer blow whistle dangerous technology angel across globe action life line protect society unseen undivided unstoppable
Charlie's Angels,0.6717057305224576,0.4994547721563678,0.6028053471760217,action adventure comedy crime thriller captivating trio master disguise espionage martial art back devious mastermind plot destroy individual privacy angel loyal bring bad guy terrible secret revealed make angel target assassination get some action
Charlie's Angels,0.4759361050440798,0.33645506621581367,0.42014368951277337,action adventure comedy system engineer blow whistle dangerous technology angel across globe action life line protect society unseen undivided unstoppable
Charlie's Angels,0.4759361050440798,0.33645506621581367,0.42014368951277337,action adventure comedy crime thriller captivating trio master disguise espionage martial art back devious mastermind plot destroy individual privacy angel loyal bring bad guy terrible secret revealed make angel target assassination get some action
Charlie's Angels: Full Throttle,0.5435915672679041,0.2711928637212684,0.43463208584924984,action adventure comedy angel finding pair missing ring personal information member witness protection program informant lady target rogue agent might responsible this summer the angels are back
Charlotte's Web,0.3818981992567858,0.434912297251576,0.4031038384547019,comedy family fantasy pig end season know come time end dinner table hatch plan spider life pen ensure never happen something unexpected unbelievable unforgettable
Charm City Kings,0.5018495323135828,0.7769592337417048,0.6118934128848316,drama mouse desperately want join midnight clique infamous dirt bike rider rule summertime street midnight ’ s leader take mouse wing mouse soon find torn road filled fast money violence life happens at the crossroads
Charming,0.06080159626727277,0.5009119568268918,0.23684574049112042,animation adventure comedy family fantasy music three fairy tale princess find engaged guy prince charming nan
Chasers,0.005492425506439247,0.29296519668997556,0.12048153397985378,comedy romance military men rock taking prisoner blonde bombshell becomes unforgettable road trip who trouble unit soon prof she is inmate it was supposed to be a routine prisoner transfer but this was no ordinary prisoner
Chasing Amy,0.16267748202102972,0.5647435163472925,0.3235038957515348,comedy drama romance holden banky comic book artist everything going good meet also comic book artist holden fall hope crushed find she is its not who you love its how
Chasing Liberty,0.09283823775312117,0.43937675439852564,0.23145364441128297,comedy romance president daughter unable experience life like normal escape entourage secret service agent traveling fall love handsome stranger also working undercover father how do you fall in love with the whole world watching
Chasseurs de dragons,0.0351429426123544,0.520288144003278,0.22920102316872387,animation family dragon fantastic tale telling adventure two dragon world become vast conglomerate island size shape babbling universe mainly ruthless rogue surly peasant illiterate petty lord main concern revolve around two fundamental rule eat do not get eaten dragon hunting isnt a fairy tale
Che dottoressa ragazzi!,0.2593906572337683,0.3953525699602918,0.3137754223243777,comedy small village eagerly arrival doctor everyone male sexy female doctor step bus quickly lead series slapstick event nan
Che: Part One,0.1393730230379553,0.5620894430420842,0.30845959103960685,drama history  war argentine begin che band exile led reach shore within two year popular support army regime dictator the revolution made him a legend
Che: Part Two,0.13560237818387932,0.5409775894986693,0.29775246270979533,drama history  war revolution che fame power incognito bolivia small group comrade recruit start great revolution story come understand che remains symbol idealism heroism life heart people around world a revolutionary life
Cheaper by the Dozen,0.3204723456634919,0.5009516095179971,0.392664051205294,family comedy remake beloved classic raucous exploit blended family baker navigate hectic home life simultaneously family business nan
Cheaper by the Dozen,0.3204723456634919,0.5009516095179971,0.392664051205294,comedy family baker brood move patriarch get job coaching football northwestern university forcing writer wife mary couple child make major adjustment transition work well work demand pull parent away home leaving increasingly mischievous growing pains theyve got twelve of them
Cheaper by the Dozen,0.29384517222306217,0.4540612414815821,0.35793159992647017,family comedy remake beloved classic raucous exploit blended family baker navigate hectic home life simultaneously family business nan
Cheaper by the Dozen,0.29384517222306217,0.4540612414815821,0.35793159992647017,comedy family baker brood move patriarch get job coaching football northwestern university forcing writer wife mary couple child make major adjustment transition work well work demand pull parent away home leaving increasingly mischievous growing pains theyve got twelve of them
Cheaper by the Dozen 2,0.29120278341969774,0.4107564923573257,0.3390242669947489,comedy family adventure martin hunt return head baker family vacation find competition rival family eight child headed levy same big family even bigger adventure
Checkin' It Twice,0.6116724347383979,0.5620123883947801,0.5918084162009508,tvmovie comedy romance journeyman hockey player fall real estate agent career crisis he move cottage family nan
Chef,0.13687300445042871,0.6369381624914161,0.33689906766682365,comedy chef carl suddenly quits job prominent restaurant refusing compromise creative integrity owner left figure what is next finding team friend son launch food truck taking road chef carl go back root reignite passion kitchen zest life love starting from scratch never tasted so good
Chemical Hearts,0.1528430697079528,0.6921875158900868,0.3685808481808064,drama romance hopelessly romantic high school senior fall mysterious new classmate set unexpected journey teach love loss importantly fall in love fall apart
Chernobyl Diaries,0.23966995373323474,0.21547153305989974,0.22999058546390075,horror thriller group six tourist looking go beaten path hire extreme tour guide warning take city former home worker nuclear reactor deserted town since disaster year brief exploration abandoned city group member find discover alone experience the fallout
Cherry,0.35566784561528997,0.6933448611399236,0.4907386518251434,drama crime cherry drift college dropout army medic anchored true love war life spiral drug crime struggle find place world life leaves a mark
Cherry,0.35566784561528997,0.6933448611399236,0.4907386518251434,comedy drama romance ivy league freshman get different kind education fall vivacious former returned college straighten life curriculum get meet sarcastic daughter beth quickly crush math does not work either direction triangle becomes learning experience involved too young too old you do the math
