Id,OriginalLanguage,OriginalTitle,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount,Budget,TagLine,RunTime,Revenue,Genres,North America,Europe,Asia,Oceania,South America,"Africa "
252838,1,The Wedding Ringer,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake best man Jimmy.",3.5952278980324808,2015-01-16,The Wedding Ringer,6.5,7.307872780763706,16.951004773893423,He's the best man... money can buy.,101,18.19503255865951,Comedy,1,0,0,0,0,0
637693,1,Spirit Untamed,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,3.594953316081773,2021-05-20,Spirit Untamed,7.3,6.152732694704104,17.216707939626428,Adventure awaits.,88,16.685408313242277,"Animation, Adventure, Family, Western",1,0,0,0,0,0
530254,0,마녀,"Ja-yoon is a high school student who struggles with memory loss after she endured some unknown trauma during her childhood. While trying to uncover the truth, she is unwittingly dragged into a world of crime and finds herself on a journey that will awaken many secrets hidden deep within.",3.594788530714341,2018-06-27,The Witch: Part 1. The Subversion,7.9,6.100318952020064,15.520258650202699,Everything changed after they appeared.,125,17.007644053006256,"Mystery, ScienceFiction, Action, Adventure",0,0,1,0,0,0
8961,1,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",3.594761063846249,2003-07-18,Bad Boys II,6.6,8.504918160540624,18.683045008419857,"If you can't stand the heat, get out of Miami.",147,19.426225375148984,"Adventure, Action, Comedy, Thriller, Crime",1,0,0,0,0,0
906221,1,Magic Mike's Last Dance,"Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?",3.5945962467928045,2023-02-09,Magic Mike's Last Dance,6.8,5.8888779583328805,17.622173047734595,The final tease.,112,17.7667542765457,"Comedy, Drama, Romance",1,0,0,0,0,0
500475,1,SuperFly,"Career criminal Youngblood Priest wants out of the Atlanta drug scene, but as he ramps up sales, one little slip up threatens to bring the whole operation down before he can make his exit.",3.594184085274612,2018-06-13,SuperFly,6.8,5.82600010738045,16.588099280204055,Redefine the hussle,107,16.83813380642632,"Action, Crime",1,0,0,0,0,0
929,1,Godzilla,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",3.5940466603427645,1998-05-20,Godzilla,5.6,8.176110342237342,18.683045008419857,Size does matter.,138,19.753084477375083,"ScienceFiction, Action, Thriller",1,0,1,0,0,0
228203,1,"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,3.592919062968025,2015-02-20,"McFarland, USA",7.4,6.566672429803241,0.0,Champions can come from anywhere.,128,17.6378289410531,"Drama, Family",1,0,0,0,0,0
149,0,AKIRA,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,3.592258415509511,1988-07-16,Akira,7.9,8.229244416735913,16.11809565095832,Neo-Tokyo is about to E.X.P.L.O.D.E.,124,13.223422455128219,"Animation, ScienceFiction, Action",0,0,1,0,0,0
88,1,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",3.5922033418484753,1987-08-21,Dirty Dancing,7.3,8.647694999480395,15.60727002719233,First dance. First love. The time of your life.,100,19.18418033407508,"Drama, Music, Romance",1,0,0,0,0,0
25475,1,Tinker Bell and the Lost Treasure,"A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",3.591927928037486,2009-09-03,Tinker Bell and the Lost Treasure,6.8,6.815639990074331,0.0,Adventure beyond Pixie Hollow,81,0.0,"Animation, Family, Adventure, Fantasy",1,0,1,0,0,0
28,1,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",3.591514665044815,1979-08-15,Apocalypse Now,8.3,8.927048647825695,17.26549810379586,This is the end...,147,18.82614585206053,"Drama, War",1,0,0,0,0,0
84348,1,V/H/S,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire one rare VHS tape, they discover more found footage than they had bargained for.",3.591018523910051,2012-07-28,V/H/S,6.1,7.22983877815125,0.0,This collection is killer.,116,11.516369527372783,"Thriller, Horror",1,0,0,0,0,0
56288,1,Spy Kids: All the Time in the World,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa is thrown back into the action along with her stepchildren when a maniacal Timekeeper attempts to take over the world. In order to save the world, Rebecca and Cecil must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",3.590439381300684,2011-08-18,Spy Kids: All the Time in the World,4.7,6.811244378601294,17.111347423968603,,89,18.264778814916298,"Family, Comedy, Action",1,0,0,0,0,0
6637,1,National Treasure: Book of Secrets,"Benjamin Franklin Gates and Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",3.589721882580718,2007-12-13,National Treasure: Book of Secrets,6.3,8.471568013389962,18.683045008419857,The greatest adventure history has ever revealed.,124,19.94508840439939,"Action, Adventure, Mystery, Thriller",1,0,0,0,0,0
33217,1,Diary of a Wimpy Kid,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",3.5890867427595734,2010-03-19,Diary of a Wimpy Kid,6.2,7.278628942320682,16.523560759066484,"It's not a diary, it's a movie.",92,18.148826586553895,"Comedy, Family",1,1,0,0,0,0
41513,1,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",3.5886999383120255,2011-07-29,The Smurfs,5.8,8.169053149927343,18.51599092375669,Smurf Happens.,103,20.150120247893522,"Animation, Family, Adventure, Comedy, Fantasy",1,0,0,0,0,0
17654,1,District 9,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",3.5884235577895653,2009-08-05,District 9,7.4,9.077951183930438,17.216707939626428,You are not welcome here.,112,19.166513401613635,ScienceFiction,1,0,0,1,0,1
324668,1,Jason Bourne,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,3.587870567480453,2016-07-27,Jason Bourne,6.3,8.591001118560957,18.60300230074632,You know his name,123,19.844956863538048,"Action, Thriller, Mystery, Drama",1,0,1,0,0,0
9823,1,Mortal Kombat: Annihilation,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",3.5877322721089784,1997-11-11,Mortal Kombat: Annihilation,4.5,6.988413181999592,17.216707939626428,Destroy All Expectations...,95,17.75469845396889,"Action, Fantasy, ScienceFiction",1,0,0,0,0,0
872177,1,Corrective Measures,"Set in San Tiburon, the world's most dangerous maximum-security penitentiary and home to the world's most treacherous superpowered criminals, where tensions among the inmates and staff heighten, leading to anarchy that engulfs the prison and order is turned upside down.",3.5876492857048703,2022-04-29,Corrective Measures,5.2,4.04305126783455,0.0,Anarchy in the world's most dangerous prison.,106,0.0,"ScienceFiction, Action, Thriller, Adventure",1,0,0,0,0,0
22164,1,Blood and Bone,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",3.5865144474359085,2009-02-07,Blood and Bone,7.3,6.546785410760524,15.123843377614453,Destroy your enemy,93,0.0,"Action, Drama, Thriller",1,0,0,0,0,0
11969,1,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",3.5864867523587067,1993-12-25,Tombstone,7.6,7.542213463193403,17.034386382832476,Justice is coming,130,17.849840838116403,"Western, Action",1,0,0,0,0,0
628,1,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",3.586043526777335,1994-11-11,Interview with the Vampire,7.4,8.58839695042257,17.909855120186375,Drink from me and live forever,123,19.22565820205261,"Horror, Drama, Fantasy",1,0,0,0,0,0
9495,1,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",3.585988109764298,1994-05-11,The Crow,7.5,8.181160858023409,16.951004773893423,Believe in angels.,102,17.741331374281806,"Fantasy, Action, Thriller",1,0,0,0,0,0
138832,1,We're the Millers,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,3.585766410996589,2013-08-07,We're the Millers,6.8,9.028938392241612,17.4264284706085,If anyone asks.,110,19.41391073524395,"Comedy, Crime",1,0,0,0,0,0
511987,1,Crawl,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",3.5854892184014004,2019-07-11,Crawl,6.3,7.964503363551548,16.41820024340866,They were here first,88,18.332309500945737,"Thriller, Horror, Action",1,1,0,0,0,0
44214,1,Black Swan,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.,3.58540604563766,2010-12-03,Black Swan,7.7,9.51892740510786,16.38045991542581,,108,19.61277744369265,"Drama, Thriller, Horror",1,0,0,0,0,0
570670,1,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",3.585184217775171,2020-02-26,The Invisible Man,7.1,8.57828829077605,15.761420707019587,What You Can't See Can Hurt You,124,18.788739711307834,"Thriller, ScienceFiction, Horror",1,0,0,1,0,0
123553,1,The Mortal Instruments: City of Bones,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm filled with demons, vampires, and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.",3.5843519247600018,2013-08-21,The Mortal Instruments: City of Bones,6.4,8.36240897761537,17.909855120186375,You have been chosen,130,18.373553213341424,"Fantasy, Action, Mystery",1,1,0,0,0,0
864370,0,咒,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",3.584268657346656,2022-03-18,Incantation,6.9,6.282266746896006,0.0,Do you believe in blessings?,111,15.555976732804778,Horror,0,0,1,0,0,0
321258,1,The Boy,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",3.5838522162462305,2016-01-22,The Boy,5.9,8.182559264068665,16.11809565095832,Every child needs to feel loved.,97,18.118621033503793,"Horror, Thriller, Mystery",1,0,0,0,0,0
568160,0,天気の子,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",3.5837689072113172,2019-06-19,Weathering with You,8.0,7.589841512182657,0.0,A story about the secret of this world that only I and she know.,112,19.046434179098583,"Animation, Drama, Fantasy, Romance",0,0,1,0,0,0
22538,1,Scott Pilgrim vs. the World,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",3.5837689072113172,2010-08-12,Scott Pilgrim vs. the World,7.5,8.881280595070423,18.258161814454592,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,113,17.686711568872166,"Action, Comedy, Romance",1,1,1,0,0,0
5122,1,The Day of the Locust,"Hollywood, 1930s. Tod Hackett, a young painter who tries to make his way as an art director in the lurid world of film industry, gets infatuated with his neighbor Faye Greener, an aspiring actress who prefers the life that Homer Simpson, a lone accountant, can offer her.",3.5835467158480925,1975-05-07,The Day of the Locust,6.3,4.343805421853684,0.0,It happened in Hollywood. But it could have happened in hell.,145,0.0,Drama,1,0,0,0,0,0
13448,1,Angels & Demons,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",3.5834356016503617,2009-05-13,Angels & Demons,6.7,8.759668671029939,18.82614585206053,The holiest event of our time. Perfect for their return.,138,20.001576817822023,"Thriller, Mystery",1,1,0,0,0,0
287590,0,聖闘士星矢 LEGEND of SANCTUARY,"Warriors called ""Saints"" are the champions of hope who have always appeared since the Age of Myth whenever evil threatens the world. In this present day story, many years since the long fought ""Holy War"" we find Saori Kido, a girl troubled by her mysterious powers. She is saved by a boy, Seiya ""Bronze Saint"" from a sudden attack by an assassin, through the accident Saori realizes her destiny and mission and decides to go to ""Sanctuary"" with Seiya and his company of Bronze Saints. In Sanctuary they confront ""Pope"" and wage a desperate battle against the greatest Saints, the ""Gold Saints"".",3.583185549554872,2014-06-21,Saint Seiya: Legend of Sanctuary,6.6,6.444131256700441,16.951004773893423,,93,16.657555552637536,"Action, Animation, Fantasy",0,0,1,0,0,0
11237,1,Anacondas: The Hunt for the Blood Orchid,"The blood orchid - a rare flower that could hold the secret of eternal life and be worth a fortune to the company that finds it first. Led by a pharmaceutical research team, a scientific expedition sets out to go and explore deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling through rainstorms to make their way upriver, the group encounters poisonous insects and a ferocious crocodile, only to discover they're being stalked by an even greater danger: a gathering of giant anacondas. Heat-sensing, fifty-foot-long flesh eaters that will go after anyone that crosses in their path.",3.5821290841670557,2004-08-25,Anacondas: The Hunt for the Blood Orchid,5.4,6.763884908562435,0.0,The hunters will become the hunted.,94,0.0,"Adventure, Fantasy, Action, Horror",1,0,0,0,0,0
40348,0,Emanuelle nera,"While on assignment in Nairobi, a photojournalist questions her racial and sexual identity when she engages in affairs with her wealthy hosts.",3.58134992117127,1975-11-27,Black Emanuelle,4.8,4.2626798770413155,0.0,No one is ever the same after ...,94,0.0,"Drama, Romance, Adventure",0,1,0,0,0,0
508642,0,곤지암,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",3.5802079074822597,2018-03-28,Gonjiam: Haunted Asylum,7.3,6.320768294250582,0.0,Experience the horror.,95,16.862028622147566,"Horror, Mystery",0,0,1,0,0,0
9362,1,Tremors,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",3.5792040873048356,1990-01-19,Tremors,6.9,7.990576881743923,16.213405830762646,The monster movie that breaks new ground.,96,17.698557791155846,"Horror, Action, ScienceFiction",1,0,0,0,0,0
59967,1,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",3.578255108781011,2012-09-26,Looper,6.9,9.173987542510384,17.216707939626428,"Hunted by your future, haunted by your past.",118,17.666551377657626,"Action, Thriller, ScienceFiction",1,0,0,0,0,0
474392,1,Samson,"After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge his love, his people, and his God.",3.5782271840103412,2018-02-16,Samson,5.8,5.389071729816501,0.0,Chosen. Betrayed. Redeemed.,110,15.39938960772171,"Action, Drama, Adventure",1,0,0,0,0,0
1273,1,TMNT,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",3.578031688778406,2007-03-23,TMNT,6.1,6.914730892718563,17.341871082580436,A Whole New Breed of Heroes.,86,18.375777463553607,"Adventure, Animation, Comedy, Family",1,0,1,0,0,0
993867,1,Eradication,"When an unknown disease wipes out most of the world’s population, a man with unique blood is isolated for study. Fearing for his wife’s safety, he breaks his quarantine – into a world overrun by monstrous Infected and a shadowy agency hunting them down.",3.5778082188481486,2022-07-15,Eradication,6.4,4.859812404361672,8.517193191416238,Stay Isolated. Stay Alive.,84,0.0,"Horror, Thriller",1,0,0,0,0,0
428078,1,Mortal Engines,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",3.5772772775326342,2018-11-27,Mortal Engines,6.2,8.364973978438726,18.420680743952367,Some scars never heal,129,18.244776368933202,"Adventure, ScienceFiction",1,0,0,1,0,0
834,1,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",3.576018659329089,2006-01-12,Underworld: Evolution,6.6,8.22389538017882,17.72753356339242,"My God. Brother, what have you done?",106,18.529324480935607,"Fantasy, Action, Thriller",1,0,0,0,0,0
643586,1,Willy's Wonderland,"When his car breaks down, a quiet loner agrees to clean an abandoned family fun center in exchange for repairs. He soon finds himself waging war against possessed animatronic mascots while trapped inside Willy's Wonderland.",3.5757667454822917,2021-02-12,Willy's Wonderland,6.0,6.692083742506628,15.424948470398375,Their idea of fun is killer!,88,12.973909771721562,"Action, Horror, Comedy",1,0,0,0,0,0
2057,1,Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",3.57559876765497,2001-05-08,Original Sin,6.1,6.61338421837956,17.553180176247643,This is not a love story – it's a story about love.,118,17.38228791267973,"Thriller, Drama, Mystery, Romance",1,1,0,0,0,0
486589,1,레드슈즈,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",3.5755147681589174,2019-07-25,Red Shoes and the Seven Dwarfs,7.8,6.898714534329988,0.0,Your true self is the fairest of them all,92,16.123516531400302,"Animation, Romance, Family, Comedy, Fantasy",0,0,1,0,0,0
76493,1,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,3.575290735001073,2012-05-15,The Dictator,6.2,8.598957493218878,17.98989782785991,,83,19.00501441523899,Comedy,1,0,0,0,0,0
10330,1,Freaky Friday,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",3.574898556162499,2003-08-05,Freaky Friday,6.5,8.158802490694002,17.073607095985757,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,97,18.895960007534775,"Comedy, Family, Fantasy",1,0,0,0,0,0
26338,0,Romance,A young woman frustrated by her boyfriend's lack of interest in sexual activity becomes involved with multiple men.,3.574730432423031,1999-04-14,Romance,5.4,5.4116460518550396,0.0,Love is desolate. Romance is temporary. Sex is forever.,99,14.088626812068668,"Drama, Romance",0,1,0,0,0,0
555285,1,"Are You There God? It's Me, Margaret.","When her family moves from New York City to New Jersey, an 11-year-old girl navigates new friends, feelings, and the beginning of adolescence.",3.5744221321361116,2023-03-29,"Are You There God? It's Me, Margaret.",7.3,4.955827057601261,17.216707939626428,Discovering who you are is a journey that lasts a lifetime.,107,16.898650963123707,"Comedy, Drama",1,0,0,0,0,0
893694,0,Eva,"When Eva gets involved in a steamy threesome with a houseboy and her lady boss, she realizes she has to choose only one between them.",3.573300238261778,2021-12-24,Eva,5.7,2.302585092994046,0.0,Double temptation. Double delicious.,95,0.0,"Drama, Romance",0,0,1,0,0,0
11026,1,Exorcist: The Beginning,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",3.5731037773638814,2004-08-20,Exorcist: The Beginning,5.4,6.5722825426940075,18.197537192638155,Go back to where the horror began.,114,18.17222689744616,"Horror, Mystery, Thriller",1,0,0,0,0,0
1265,1,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",3.5730195680194012,2007-02-15,Bridge to Terabithia,7.3,8.384575666801398,17.909855120186375,"Close your eyes, but keep your mind wide open.",96,18.739767460148116,"Adventure, Drama, Family",1,0,0,0,0,0
13811,1,Knowing,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,3.572345637857985,2009-03-19,Knowing,6.2,8.502079553606189,17.72753356339242,What happens when the numbers run out?,121,18.8618112911717,"Action, Mystery, ScienceFiction, Thriller",1,1,0,1,0,0
312791,1,GirlHouse,"In an attempt to make some extra cash while away at College, Kylie moves into a house that streams content to an X-rated website. After a deranged fan hacks in to determine the house's location, she finds herself in a terrifying fight for her life.",3.5718398920125836,2014-10-16,GirlHouse,6.0,5.575949103146316,14.962913010801817,Enjoy the show.,100,0.0,"Horror, Thriller",1,0,0,0,0,0
405817,0,젊은엄마 : 디 오리지널,"I had a dream...sleeping with you and Hwa-yeong.  Jin-goo and Joo-hee were happy until one day their daughter Hwa-yeong, who had eloped with another man, came home. Hwa-yeong and Jin-goo were a couple at school and she had gotten pregnant. So things took place quickly and they got to live with Hwa-yeong's mother Joo-hee. However, when Hwa-yeong found out she wasn't pregnant, hit it off with another man and left the house. Jin-goo and Joo-hee had fallen in love while she was gone. Hwa-yeong had broken up with her other man and came home. However, she finds it weird that Jin-goo is still at her mother's house. Jin-goo and Joo-hee put out all sorts of lies to hide the truth from Hwa-yeong.",3.5715588115373937,2016-06-23,Young Mother: The Original,5.5,2.0794415416798357,0.0,I had a dream...sleeping with you and Hwa-yeong.,85,0.0,"Drama, Romance",0,0,1,0,0,0
13387,1,Transporter 3,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",3.571530699144043,2008-11-26,Transporter 3,6.1,8.043342170441608,17.216707939626428,"This time, the rules are the same. Except one.",104,18.50667079873665,"Action, Adventure, Thriller, Crime",1,1,0,0,0,0
1954,1,The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",3.571390125321469,2004-01-17,The Butterfly Effect,7.6,8.842171048611716,16.38045991542581,Change one thing. Change everything.,113,18.380492486078616,"ScienceFiction, Thriller",1,0,0,0,0,0
20526,1,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",3.571221410645704,2010-12-14,TRON: Legacy,6.5,8.80612448326845,18.951308995014536,The game has changed.,125,19.80713200026356,"Adventure, Action, ScienceFiction",1,0,0,0,0,0
942199,1,Simulant,"Faye attempts to replace her newly deceased husband, Evan, with an android simulant (SIM). Although SIM Evan appears like human Evan in every way, Faye does not feel the same love for SIM Evan as it does for her. SIM Evan tries to win Faye back while at the same time being on-the-run from a government agent chasing down SIMs who have become “conscious” and could potentially be a threat to humankind.",3.5705181262788583,2023-03-29,Simulant,6.0,4.709530201312334,0.0,,95,0.0,"ScienceFiction, Thriller",1,0,0,0,0,0
504253,0,君の膵臓をたべたい,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",3.5690255256384567,2018-09-01,I Want to Eat Your Pancreas,8.3,7.201916317531627,0.0,This is a story about an unforgettable spring...,108,17.334431892055953,"Animation, Drama, Romance",0,0,1,0,0,0
11284,1,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",3.56826428675596,1991-09-05,Freddy's Dead: The Final Nightmare,5.3,7.071573364211532,16.213405830762646,They saved the best for last.,89,17.367997387172654,"Horror, Thriller",1,0,0,0,0,0
16996,1,17 Again,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",3.568236081591593,2009-03-11,17 Again,6.3,8.477412321404392,16.811242831518264,Who says you're only young once?,102,18.730492733459418,Comedy,1,0,0,0,0,0
