Id,OriginalLanguage,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount,Budget,TagLine,RunTime,Revenue,Genres,North America,Europe,Asia,Oceania,South America,Africa
1064103,0,andres cuadrado oldfashioned civil servant conservative somewhat macho takes job ministry finance seriously considers person god commands consequently takes granted everything responds natural hierarchical immovable order unfortunate confrontation colleague andrés disciplined transferred ministry equality everything totally new assigned places schedules everyone vegan andres lot catching adapt new order things,33.371,2023-06-02,modern man,6.1,31,0,,99,0,comedy,0,1,0,0,0,0
514847,1,twelve strangers wake clearing dont know are—or got shadow dark internet conspiracy theory ruthless elitists gather remote location hunt humans sport master plan derailed one hunted turns tables pursuers,33.37,2020-03-11,hunt,6.7,2885,14000000,ultimate human hunting experience,90,10550350,action thriller horror,1,0,1,0,0,0
9312,1,nine generations evil sorcerer victorious handtohand battle mortal enemies wins tenth mortal kombat tournament desolation evil reign multiverse forever save earth three warriors must overcome seemingly insurmountable odds inner demons superhuman foes actionadventure movie based one popular video games time,33.367,1995-08-18,mortal kombat,5.8,2082,18000000,nothing world prepared,101,122195920,action fantasy,1,0,0,0,0,0
800937,1,thirtysevenyearold woman wakes twentyyear coma returns high school popular cheerleader finish senior year become prom queen,33.365,2022-05-11,senior year,6.0,708,0,high school changed ’,112,0,comedy,1,0,0,0,0,0
691,1,russian british submarines nuclear missiles board vanish sight without trace england russia blame james bond tries solve riddle disappearing ships kgb also agent case,33.361,1977-07-07,spy loved,6.8,1775,13000000,biggest best bond beyond,125,185438673,adventure action thriller,1,1,0,0,0,0
8274,1,everyone moved except sherman jim levensteins still understanding father little matt stiffler wants join older brother steves business everything matt heard jims bandgeek wife plans go back band camp make video,33.349,2005-10-31,american pie presents band camp,5.5,1943,7000000,one time band camp,94,0,comedy,1,0,0,0,0,0
399905,0,painter harim became blind due unfortunate accident wife sunyeong searches far low cornea donor meets terminal cancer patient daegeun two make startling dangerous deal harims cornea,33.341,2015-09-27,female war nasty deal,4.5,15,0,open give,110,0,drama romance,0,0,1,0,0,0
49524,1,recently slain cop joins team undead police officers working rest peace department tries find man murdered,33.324,2013-07-18,ripd,5.8,3723,130000000,protect serve living,96,61648500,fantasy action comedy,1,0,0,0,0,0
745881,0,horrifying story shamans inheritance isan region thailand goddess appears taken possession family member turns benevolent first appears,33.318,2021-07-14,medium,7.1,555,0,story shamanism thailand,131,7230000,horror thriller,0,0,1,0,0,0
258509,1,series misunderstandings alvin simon theodore come believe dave going propose new girlfriend new york city dump three days get stop proposal,33.314,2015-12-17,alvin chipmunks road chip,6.0,1523,90000000,fast furryous,92,233755553,adventure animation comedy family,1,0,0,0,0,0
11130,1,mia thermopolis college graduate way genovia take duties princess best friend lilly also joins summer mia continues princess lessons riding horses sidesaddle archery royal complicated life turned upside learns take crown queen earlier expected,33.307,2004-08-06,princess diaries royal engagement,6.7,3028,40000000,take lifetime find true love shes got days,113,134734481,comedy drama family romance,1,0,0,0,0,0
13920,1,high school football coach harold jones befriends radio mentallychallenged man becomes student tl hanna high school anderson south carolina friendship extends several decades radio transforms shy tormented man inspiration community,33.28,2003-10-24,radio,7.2,621,35000000,courage made champions,109,53293628,drama,1,0,0,0,0,0
9654,1,charlie croker pulled crime lifetime one thing didnt plan doublecrossed along dropdead gorgeous safecracker croker team take resteal loot end pulsepounding pedaltothemetal chase careens streets los angeles,33.279,2003-05-30,italian job,6.8,5134,60000000,get get get even,110,176070171,action crime,1,1,0,0,0,0
435,1,years increases greenhouse effect havoc wreaked globally form catastrophic hurricanes tornadoes tidal waves floods beginning new ice age paleoclimatologist jack hall tries warn world also shepherding safety son trapped new york city overwhelmed start new big freeze,33.261,2004-05-26,day tomorrow,6.5,7469,125000000,,124,552639571,action adventure sciencefiction thriller,1,0,0,0,0,0
658,1,special agent comes face face one notorious villains time must outwit outgun powerful tycoon prevent cashing devious scheme raid fort knox obliterate worlds economy,33.241,1964-09-20,goldfinger,7.3,3273,2500000,everything touches turns excitement,110,124881062,adventure action thriller,0,1,0,0,0,0
800510,1,tech worker agoraphobia discovers recorded evidence violent crime met resistance tries report seeking justice must thing fears leave apartment,33.233,2022-02-10,kimi,6.2,745,3500000,shes one listening,89,0,crime thriller,1,0,0,0,0,0
765,1,ash williams girlfriend linda find log cabin woods voice recording archeologist recorded reciting ancient chants book dead play recording evil power unleashed taking lindas body,33.223,1987-03-13,evil dead ii,7.6,2793,3500000,kiss nerves goodbye,84,10900000,horror comedy fantasy,1,0,0,0,0,0
236751,1,true story 4year old son smalltown pastor emergency surgery slips consciousness enters heaven awakes recounts experiences side,33.22,2014-04-16,heaven real,6.7,706,12000000,unlock mystery,99,101332962,drama,1,0,0,0,0,0
49849,1,stranger stumbles desert town absolution memory past futuristic shackle around wrist help mysterious beauty ella ironfisted colonel dolarhyde finds leading unlikely posse cowboys outlaws apache warriors common enemy beyond world epic showdown survival,33.215,2011-07-29,cowboys aliens,5.6,4731,163000000,first contact last stand,119,174822325,action sciencefiction thriller western,1,0,1,0,0,0
1118595,1,malevolent known jester terrorizes inhabitants small town halloween night including two estranged sisters must come together find way defeat evil entity,33.207,2023-09-20,jester,4.0,4,0,see die,90,0,horror thriller mystery,1,0,0,0,0,0
1075335,1,stormy night scottish highlands two criminal brothers run seek refuge desolate farmhouse taking resident family captive find house holds even darker secrets,33.205,2023-03-11,little bone lodge,7.4,199,0,mother always protects family,93,0,horror crime thriller,0,1,0,0,0,0
127380,1,dory reunited friends nemo marlin search answers past remember parents learn speak whale,33.202,2016-06-16,finding dory,7.0,11459,200000000,unforgettable journey probably wont remember,97,1028570889,adventure animation comedy family,1,0,0,0,0,0
15015,1,long long ago time magic dragons lived girl named rapunzel beautiful radiant hair world ever seen rapunzels life far wonderful lived servant gothel jealous scheming witch kept hidden deep forbidding forest guarded enormous dragon hugo surrounded enchanted glass wall however twist fate rapunzels discovery magic paintbrush leads journey unravel web deception bring peace two feuding kingdoms ultimately lead love help penelopetm least intimidating dragons,33.202,2002-10-01,barbie rapunzel,7.0,1156,0,,84,0,animation family,1,0,0,0,0,0
120467,1,grand budapest hotel tells legendary concierge famous european hotel wars friendship young employee becomes trusted protégé story involves theft recovery priceless renaissance painting battle enormous family fortune slow sudden upheavals transformed europe first half 20th century,33.184,2014-02-26,grand budapest hotel,8.1,13850,30000000,murder case madam enormous wealth outrageous events surrounding sudden death,100,174600318,comedy drama,1,1,0,0,0,0
2164,1,interstellar teleportation device found egypt leads planet humans resembling ancient egyptians worship god ra,33.184,1994-10-28,stargate,7.0,3100,55000000,take million light years home bring back,121,196567262,action adventure sciencefiction,1,1,0,0,0,0
7980,1,brutally murdered 14yearold susie salmon watches heaven griefstricken family killer observes daily lives must balance thirst revenge desire family heal,33.183,2009-12-26,lovely bones,7.1,4259,65000000,story life everything came,136,93621340,fantasy drama,1,1,0,1,0,0
433,1,mr banks looking nanny two mischievous children comes across mary poppins angelic nanny brings change lives also spreads happiness,33.177,1964-12-17,mary poppins,7.6,4360,6000000,supercalifragilisticexpialidocious,139,103082380,comedy family fantasy,1,0,0,0,0,0
6795,1,father called work two young boys walter danny left care teenage sister lisa told must stay inside walter danny anticipate boring day shocked begin playing zathura spacethemed board game realize mystical powers house shot space help astronaut boys attempt return home,33.162,2005-11-06,zathura space adventure,6.4,3016,65000000,adventure waiting,101,65079104,sciencefiction adventure family,1,0,0,0,0,0
390043,1,world ’ top bodyguard gets new client hitman must testify international court justice must put differences aside work together make trial time,33.128,2017-08-16,hitmans bodyguard,6.9,5764,30000000,everyones get dont kill first,118,176586701,action comedy,1,1,1,0,0,0
54138,1,crew enterprise called back home find unstoppable force terror within organization detonated fleet everything stands leaving world state crisis personal score settle captain kirk leads manhunt warzone world capture one man weapon mass destruction heroes propelled epic chess game life death love challenged friendships torn apart sacrifices must made family kirk left crew,33.125,2013-05-05,star trek darkness,7.3,8617,190000000,earth fall,132,467365246,action adventure sciencefiction,1,0,0,0,0,0
1034947,0,struggling overcome cycles betrayal revenge violence traoré brothers continue fight brighter future seedy paris suburb,33.123,2023-09-27,street flow,6.1,45,0,,98,0,drama,0,1,0,0,0,0
375588,1,warhardened crusader moorish commander mount audacious revolt corrupt english crown,33.114,2018-11-21,robin hood,5.9,2778,100000000,legend know story ’,116,86493046,adventure action thriller,1,0,0,0,0,0
116711,1,teenager finds transported deep forest setting battle forces good forces evil taking place bands together ragtag group characters order save world—and,33.095,2013-05-15,epic,6.5,2544,100000000,discover world beyond imagination,102,268426634,animation adventure family fantasy,1,0,0,0,0,0
409502,1,based journal entries rachel joy scott first student killed columbine high school shooting first person harris klebold saw desire kill many people possible religious movie believe,33.094,2016-10-21,im ashamed,7.2,234,1500000,faith would touch world,113,2100000,drama,1,0,0,0,0,0
37024,0,prince kirin lucky gods shows tendo dojo looking bridetobe guess whos accidentally holding scroll signifies future mate akane course rest ranma crew forced take boat china order save horrors marriage diet pickled vegetables,33.094,1991-11-02,ranma movie — battle nekonron fight break rules,7.3,79,0,,74,0,animation comedy action romance,1,0,1,0,0,0
587272,0,javier dubbed husbandinlaw without taking care care house children knows exactly needs done continuously collects sum sentences type organize get nervous already consider overflowing woman drowns glass water javier face reality dealing five children four twelve years old wife decides go trip leave alone chaotic situation takes place home progressively evolve ecologically absolute disaster time give parents children opportunity meet enjoy first time,33.089,2019-08-02,father one,7.7,678,3400000,,95,15894372,comedy,0,1,0,0,0,0
258489,1,tarzan acclimated life london called back former home jungle investigate activities mining encampment,33.084,2016-06-29,legend tarzan,5.9,5935,180000000,human nature,109,356743061,fantasy action adventure,1,1,0,0,0,0
11283,1,widower cedric brown hires nanny mcphee care seven rambunctious children chased away previous nannies taunted simon siblings nanny mcphee uses mystical powers instill discipline childrens greataunt benefactor lady adelaide stitch threatens separate kids family pulls together guidance nanny mcphee,33.084,2005-10-21,nanny mcphee,6.7,2817,25000000,youll learn love warts,97,123276807,fantasy comedy family,1,1,0,0,0,0
753453,1,mysterious vhs tape leads police swat team discovery sinister cult whose collection prerecorded material reveals nightmarish conspiracy,33.078,2021-09-26,vhs94,6.2,358,0,new tapes nightmare,103,0,horror,1,0,1,0,0,0
128246,0,unexpected phone call brings elderly woman childhood country cottage memories orphan boy knew years ago come flooding back,33.066,2012-10-31,werewolf boy,7.6,241,0,love first human language hed ever learned,122,0,romance fantasy,0,0,1,0,0,0
1183387,0,samuel surprised subject identical begins discover world around controlled someone superior,33.06,2023-09-01,ánima,6.0,1,0,,89,0,sciencefiction horror,1,0,0,0,0,0
1010821,1,everybody needs alone time relax wash things go quite differently ’ flora colossi toddler,33.06,2022-08-10,groot takes bath,7.1,307,0,,6,0,animation family comedy sciencefiction,1,0,0,0,0,0
709,1,capturing notorious drug lord franz sanchez bonds close friend former cia agent felix leiter left dead wife murdered bond goes rogue seeks vengeance responsible infiltrates sanchezs organization inside,33.055,1989-06-13,licence kill,6.4,1738,32000000,james bond revenge,133,156167015,adventure action thriller,1,1,0,0,0,0
18491,0,second two theatrically released followups neon genesis evangelion series comprising two alternate episodes first intended take place episodes finale answers many questions surrounding series also opening new possibilities,33.039,1997-07-19,neon genesis evangelion end evangelion,8.3,1390,0,fate destruction also joy rebirth,87,20000000,animation sciencefiction action drama,0,0,1,0,0,0
9335,1,professional driver frank martin living miami temporarily filling friend chauffeur government narcotics control policymaker family young boy family targeted kidnapping frank immediately becomes involved protecting child exposing kidnappers,33.022,2005-08-03,transporter,6.3,3301,32000000,best business back game,87,89083229,action thriller crime,1,1,0,0,0,0
1538,1,cab driver max picks man offers drive around promise easy money sours max realizes fare assassin,33.017,2004-08-04,collateral,7.2,5109,65000000,started like night,120,217764291,drama crime thriller,1,0,0,0,0,0
666750,1,lukas young farmer whose family killed savage raiders countryside sets epic quest revenge forming unlikely trio majestic dragon swashbuckling swordfighting mercenary darius,32.985,2020-02-04,dragonheart vengeance,6.9,292,0,,97,0,fantasy action adventure,1,0,0,0,0,0
4982,1,following death employer mentor bumpy johnson frank lucas establishes number one importer heroin harlem district manhattan buying heroin directly source south east asia comes unique way importing drugs united states partly based true story,32.949,2007-11-02,american gangster,7.6,4949,100000000,two sides american dream,157,266465037,drama crime,1,1,0,0,0,0
338947,1,young woman struggling addiction comes possession ancient puzzle box unaware purpose summon cenobites group sadistic supernatural beings another dimension,32.944,2022-09-28,hellraiser,6.3,647,14000000,unlock fears,121,0,horror mystery,1,0,0,0,0,0
544,1,ted prom night went bad ’ possible night go thirteen years later finally gets another chance old prom date run suitors including sleazy detective hired find,32.941,1998-07-15,theres something mary,6.6,4605,23000000,love hair,119,369884651,romance comedy,1,0,0,0,0,0
373879,0,kōmei devises plan zoro sanji take part eating contest two eat strange goodfornothingonly mushroom turns goodfornothing men two locked jail cell rest straw hat pirates chase imprisoned crew land island nebulandia features mysterious fog made sea water effects seastone straw hat pirates arrival nebulandia also part kōmeis plan,32.932,2015-12-20,one piece adventure nebulandia,7.7,186,0,,106,0,action animation adventure comedy fantasy,0,0,1,0,0,0
629,1,held la interrogation room verbal kint attempts convince feds mythic crime lord keyser soze exists also responsible drawing four partners multimillion dollar heist ended explosion san pedro harbor – leaving survivors verbal lures interrogators incredible story crime lords almost supernatural prowess,32.92,1995-07-19,usual suspects,8.2,9651,6000000,five criminals one line coincidence,106,23341568,drama crime thriller,1,0,0,0,0,0
256835,1,postchristmas play date gang find uncharted territory coolest set action figures ever turn dangerously delusional trixie triceratops gang hopes return bonnies room toy story time forgot,32.89,2014-12-02,toy story time forgot,7.0,907,0,,22,0,animation family adventure comedy,1,0,0,0,0,0
11596,1,demonic force chosen freddy krueger portal real world heather langenkamp play part nancy one last time trap evil trying enter world,32.88,1994-10-13,new nightmare,6.4,1233,8000000,time terror doesnt stop screen,112,57000000,horror mystery fantasy,1,0,0,0,0,0
385103,1,scoobydoo ’ greatest adventure yet see neverbefore told story lifelong friends scooby shaggy first met joined forces young detectives fred velma daphne form famous mystery inc hundreds cases solved scooby gang face biggest toughest mystery ever evil plot unleash ghost dog cerberus upon world race stop global “ dogpocalypse ” gang discovers scooby secret legacy epic destiny greater anyone ever imagined,32.847,2020-07-08,scoob,7.1,1582,90000000,mystery loves company,93,28588425,animation comedy family mystery,1,0,0,0,0,0
25018,1,two college students driving coast coast lured main highway onto deserted texas road stalked menacing leatherface demented familya bizarre cannibalistic clan blood hands feast minds students ’ chance escape survivalist enough firepower blast leatherface rest grisly predators hell depraved shocker intense terror gruesome beginning bloody finish,32.84,1990-01-12,leatherface texas chainsaw massacre iii,5.3,476,2000000,saw family,85,55765562,horror thriller,1,0,0,0,0,0
353491,1,boy haunted visions parallel world aids disillusioned guardian preventing destruction nexus universes known dark tower,32.838,2017-08-03,dark tower,5.7,4672,60000000,worlds,95,113231078,fantasy action sciencefiction,1,0,0,0,0,1
293670,0,stranger arrives little village soon mysterious sickness starts spreading policeman drawn incident forced solve mystery order save daughter,32.837,2016-05-12,wailing,7.3,1518,10951000,never tempted,156,49851770,horror mystery,1,0,1,0,0,0
384843,0,story everyday life couple living together ordinary full warmth love starring miura yamaguchis first movie since making public romancetheir reallife story screen,32.836,1979-12-22,temptation angel,5.5,2,0,,109,0,drama,0,0,1,0,0,0
801071,1,vintage jackinthebox opened dying woman enters deal demon within would see illness cured return helping claim six innocent victims,32.835,2022-02-24,jack box awakening,6.4,300,0,open box cant escape,89,195189,horror,0,1,0,0,0,0
608,1,kay jay reunite provide best last line defense sinister seductress levels toughest challenge yet mibs untarnished mission statement – protecting earth scum universe four years since alienseeking agents averted intergalactic disaster epic proportions race clock jay must convince kay – absolutely memory time spent mib also living person left expertise save galaxy – reunite mib earth submits ultimate destruction,32.797,2002-07-03,men black ii,6.4,9275,140000000,back black,88,445135288,action adventure comedy sciencefiction,1,0,0,0,0,0
287948,1,fastpaced action movie set criminal underworld france frank martin known transporter best driver mercenary money buy installment meets anna attempt take group ruthless russian human traffickers also kidnapped frank ’ father,32.794,2015-09-02,transporter refueled,5.5,1379,25000000,delivers,95,72629670,action thriller crime,0,1,1,0,0,0
18892,1,exclusive clique teenage socialites accidentally murder best friend morning birthday three girls responsible conspire hide truth,32.762,1999-01-30,jawbreaker,6.3,486,3000000,death totally bites,87,3076820,comedy crime,1,0,0,0,0,0
491926,1,story mime marcel marceau works group jewish boy scouts french resistance save lives ten thousand orphans world war ii,32.759,2020-03-27,resistance,7.0,380,0,best way resist survive,120,449753,war history drama,1,1,0,0,0,0
995081,0,heirs mansion thrust spectacular game planned late patriarch uncovrt something brutal ambition,32.756,2023-06-23,fortress,5.8,4,0,,92,0,comedy,0,1,0,0,0,0
754,1,order foil terrorist plot fbi agent undergoes facial transplant surgery assumes identity criminal mastermind plan turns sour criminal wakes prematurely seeks revenge,32.745,1997-06-27,faceoff,7.0,4849,80000000,order trap must become,138,245676146,action crime sciencefiction,1,0,0,0,0,0
552532,1,mouse desperately wants join midnight clique infamous baltimore dirt bike riders rule summertime streets midnight ’ leader blax takes 14yearold mouse wing mouse soon finds torn straightandnarrow road filled fast money violence,32.732,2020-01-27,charm city kings,7.9,415,0,life happens crossroads,125,0,drama,1,0,0,0,0,0
11679,1,darius stones criminal record extreme sports obsession make perfect candidate newest xxx agent must save us government deadly conspiracy led fivestar general secretary defense george deckert,32.719,2005-04-27,xxx state union,5.0,1701,60000000,prepare next level,101,71073932,action adventure crime mystery thriller,1,0,0,0,0,0
693158,1,young nasa jpl scientist abducted extraterrestrials one believes story becomes obsessed finding proof leads journey discovery,32.685,2020-05-15,proximity,6.1,189,0,arrived,119,0,sciencefiction drama,1,0,0,0,0,0
14438,1,heroic fire captain values dedication service others else important partnership life marriage go smoke,32.68,2008-09-26,fireproof,7.6,654,500000,never leave partner behind,122,33456317,drama,1,0,0,0,0,0
274870,1,spacecraft traveling distant colony planet transporting thousands people malfunction sleep chambers result two passengers awakened years early,32.668,2016-12-21,passengers,6.9,12463,110000000,reason woke,116,303144152,drama romance sciencefiction,1,0,0,0,0,0
9659,1,ravaged near future savage motorcycle gang rules road terrorizing innocent civilians tearing streets ruthless gang laughs face police force hellbent stopping underestimate one officer max rockatansky bikers brutalize maxs best friend family send mad frenzy leaves one thing left world live – revenge,32.661,1979-04-12,mad max,6.7,3921,350000,maximum force future,91,100000000,adventure action thriller sciencefiction,0,0,0,1,0,0
700979,0,lonely young man dire straits friends mothers dont see boy man take extra interest,32.66,2018-07-05,friends mothers,0.0,0,0,,74,0,romance,0,0,0,0,0,0
71880,1,jack sadelstein successful advertising executive los angeles beautiful wife kids dreads one event year thanksgiving visit twin sister jill jills neediness passiveaggressiveness maddening jack turning normally tranquil life upside,32.659,2011-11-11,jack jill,4.3,1944,79000000,twin sister coming holidays aint pretty,91,149673788,comedy,1,0,0,0,0,0
13688,0,ti really poor construction worker struggles keep son dicky private school mistakes orb finds junkjard toy proves much much young boy starts play,32.659,2008-01-30,cj7,7.3,598,0,world,86,47301471,comedy drama family fantasy sciencefiction,0,0,1,0,0,0
10906,1,sematary old zombieraising tricks time protagonists jeff matthews whose mother died hollywood stage accident drew gilbert boy coping abusive stepfather,32.652,1992-08-28,pet sematary ii,5.4,474,8000000,raise hell,100,17092453,horror,1,0,0,0,0,0
39144,0,great king gurumes searching dragon balls order put stop endless hunger young girl named pansy lives nearby village enough treachery decides seek muten rōshi assistance heroes save village put stop gurumes army,32.643,1986-12-20,dragon ball curse blood rubies,6.8,278,0,,50,0,action animation adventure comedy fantasy sciencefiction,0,0,1,0,0,0
873492,0,alexa witnesses simple mahjong night turned bloody players dark secrets discovered including alexas illicit affair stepfather,32.632,2021-11-12,mahjong nights,6.1,7,0,,111,0,drama,0,0,1,0,0,0
776503,1,coda child deaf adults ruby hearing person deaf family familys fishing business threatened ruby finds torn pursuing love music fear abandoning parents,32.626,2021-08-11,coda,8.0,1938,10000000,every family language,112,1600000,drama music romance,1,1,0,0,0,0
645488,1,amber heard nicole kidman discuss characters mera atlanna,32.625,2019-03-26,aquaman heroines atlantis,6.1,34,0,,6,0,documentary,0,0,0,0,0,0
509,1,william thacker london bookstore owner whose humdrum existence thrown romantic turmoil famous american actress anna scott appears shop chance encounter spilled orange juice leads kiss blossoms fullblown affair average bloke glamorous movie star draw closer closer together struggle reconcile radically different lifestyles name love,32.612,1999-05-21,notting hill,7.3,5578,42000000,famous film star world fall man street,124,363889678,romance comedy,1,1,0,0,0,0
735744,1,trying salvage relationship couples go weekend camping trip find ’ alone woods,32.611,2021-04-15,way,6.5,2,0,,80,0,horror thriller drama mystery,1,0,0,0,0,0
336882,0,although theorised one really ready mountain pass scenic narrow geiranger fjord norway collapses creates tsunami feet high geologist one caught middle,32.611,2015-08-28,wave,6.7,1188,5904067,matter time,104,12975143,thriller drama mystery,0,1,0,0,0,0
34584,1,hiding bullies schools attic young boy discovers extraordinary land fantasia magical book called neverending story book tells tale atreyu young warrior help luck dragon named falkor must save fantasia destruction nothing,32.609,1984-04-06,neverending story,7.2,3713,27000000,boy needs friend finds world needs hero land beyond imagination,102,20158808,adventure fantasy family drama,1,1,0,0,0,0
545963,1,norm returns new york falsely accused crime must work pals get case dismissed also protecting kingdom winnertakeall hockey tournament,32.608,2018-08-31,norm north keys kingdom,5.9,27,0,great king greater king,91,0,animation comedy family,1,0,1,0,0,0
4513,1,story isolated alaskan town plunged darkness month year sun sinks horizon last rays light fade town attacked bloodthirsty gang vampires bent uninterrupted orgy destruction small towns husbandandwife sheriff team stand survivors certain destruction,32.605,2007-10-17,days night,6.4,2519,30000000,theyre coming,113,75505973,horror thriller,1,0,0,1,0,0
194,0,tiny parisian café adorable yet painfully shy amélie accidentally discovers gift helping others soon amelie spending days matchmaker guardian angel allaround dogooder bumps handsome stranger find courage become star love story,32.603,2001-04-25,amélie,7.9,10801,10000000,one person change life forever,122,173921954,comedy romance,0,1,0,0,0,0
296524,1,story set offshore drilling rig deepwater horizon exploded april created worst oil spill us history,32.595,2016-09-28,deepwater horizon,6.9,4238,110000000,faced darkest hour hope tactic,107,121790373,drama action,1,0,1,0,0,0
16353,0,moments death young man rescued renowned warrior realizing unsurpassed physical potential young boy trains dangerous man alive becomes young man goes lone mission vengeance vicious slave traders enslaved youth treacherous warlord killed father,32.593,2008-12-04,ong bak,6.4,590,8500000,warrior conqueror legend,98,8936663,adventure action thriller,0,0,1,0,0,0
10200,1,representative alien race went drastic evolution survive climate change klaatu comes earth assess whether humanity prevent environmental damage inflicted planet barred speaking united nations decides humankind shall exterminated planet survive,32.592,2008-12-10,day earth stood still,5.6,3145,80000000,day earth stood still,104,233093859,drama sciencefiction thriller,1,0,0,0,0,0
852096,1,kevin finds ghost named ernest haunting new home becomes overnight social media sensation kevin ernest go rogue investigate mystery latters past become targets cia,32.572,2023-02-24,ghost,6.5,459,0,set spirit free,127,0,comedy fantasy family adventure horror,1,0,0,0,0,0
8456,1,jake full anger fathers death starting find place new orlando high school ryan head underground mma fight club picks jake prime opponent trounced ryan front entire school jake begins training firm moral guidance mma master learns fight avoid fight becomes obvious rematch inevitable jake wants stop ryan bullying,32.568,2008-03-04,never back,6.7,2158,20000000,win lose everyone fight,115,41627431,drama action,1,0,0,0,0,0
191561,0,ming dynasty secret agent ling ling ling assigned investigate drug poisoning involving performance enhancing drug brothel ying chun kwok ling thought hard finally came disguise author yuk po tuen sex zen sneak brothel prostitutes order get names book tempted ling order appaise ladies turned book book dirty stories one day blind servant yuk chu nui jade virgin auditioned ling learned buyer would receive drug bidded prices hoping receive evidence would expect someone else bidding higher price,32.563,1996-08-10,yu pui tsuen iii,6.3,13,0,,96,0,drama,0,0,0,0,0,0
13700,1,greedy outlaw schemes take possession patch heaven dairy farm three determined cows karatekicking stallion colorful corral critters join forces save home stakes skyhigh unlikely animal alliance risk hides match wits mysterious band bad guys,32.556,2004-04-02,home range,6.0,1869,110000000,bust moo,76,145358062,animation family,1,0,0,0,0,0
710,1,powerful satellite system falls hands alec trevelyan aka agent former allyturnedenemy james bond save world dangerous space weapon one short pulse could destroy earth bond squares former compatriot also battles xenia onatopp assassin uses pleasure ultimate weapon,32.537,1995-11-16,goldeneye,6.9,3546,58000000,limits fears substitutes,130,352194034,adventure action thriller,1,1,0,0,0,0
479455,1,men black always protected earth scum universe new adventure tackle biggest global threat date mole men black organization,32.531,2019-06-12,men black international,5.9,4505,110000000,universe expanding,115,253890701,comedy sciencefiction action,1,0,1,0,0,0
1048300,1,female fbi agent holidaying eastern europe family gets life upside daughter kidnapped team criminal run save daughter time runs,32.518,2022-12-15,adrenaline,6.0,54,0,,75,0,action,0,0,0,0,0,0
1892,1,luke skywalker leads mission rescue friend han solo clutches jabba hutt emperor seeks destroy rebellion second dreaded death star,32.493,1983-05-25,return jedi,7.9,14642,32350000,empire falls,132,572700000,adventure action sciencefiction,1,0,0,0,0,0
393,1,bride unwaveringly continues roaring rampage revenge band assassins tried kill unborn child visits former associates onebyone checking victims death list five theres nothing left … kill bill,32.465,2004-04-16,kill bill vol,7.9,12966,30000000,bride back final cut,136,152159461,action crime thriller,1,0,0,0,0,0
97020,1,robocop year multinational conglomerate omnicorp center robot technology overseas drones used military years forbidden law enforcement america omnicorp wants bring controversial technology home front see golden opportunity alex murphy – loving husband father good cop best stem tide crime corruption detroit – critically injured omnicorp sees chance build partman partrobot police officer omnicorp envisions robocop every city even billions shareholders never counted one thing still man inside machine,32.463,2014-01-30,robocop,5.8,5153,120000000,weve got future control,118,242688965,sciencefiction action crime thriller,1,0,0,0,0,0
86130,1,rosetta new arrival chloe band together try break garden fairies legendary losing streak pixie hollow games sports spectacle filled pixie pageantry fantastic fairy events hilarious surprises,32.451,2011-12-24,pixie hollow games,7.0,275,0,,23,0,animation family,1,0,1,0,0,0
337170,1,true story pilot barry seal transported contraband cia medellin cartel 1980s,32.448,2017-08-18,american made,6.9,4164,50000000,based true lie,115,133511855,action comedy crime drama thriller,1,0,1,0,1,0
323272,1,familyfriendly movie explores transformational role prayer plays lives jordan family tony elizabeth jordan middleclass couple seemingly – great jobs beautiful daughter dream home appearances deceiving reality jordan ’ marriage become war zone daughter collateral damage help miss clara older wiser woman elizabeth discovers start fighting family instead newly energized faith elizabeth tony ’ real enemy ’ prayer,32.447,2015-08-28,war room,7.8,425,3000000,prayer powerful weapon,120,67790117,drama romance,1,0,0,0,0,0
632856,1,christmas eve ghost christmas present selects one dark soul reformed visit three spirits season picked wrong scrooge clint briggs turns tables ghostly host present finds reexamining past present future,32.445,2022-11-10,spirited,7.0,447,75000000,start holidays high note,127,0,comedy,1,0,0,0,0,0
222935,1,despite tumorshrinking medical miracle bought years hazel never anything terminal final chapter inscribed upon diagnosis patient named augustus waters suddenly appears cancer kid support group hazels story completely rewritten,32.444,2014-05-16,fault stars,7.6,10677,14000000,,126,307166834,romance drama,1,0,0,0,0,0
811592,1,elite squad navy seals covert mission transport prisoner cia black site island prison trapped insurgents attack trying rescue prisoner,32.443,2021-11-05,one shot,6.8,808,0,escape beginning,97,29439,action,0,1,0,0,0,0
8328,1,rebellious street dancer andie lands elite maryland school arts finds fighting fit also trying hold onto old life joins forces schools hottest dancer chase form crew classmate outcasts compete baltimore underground dance battle streets,32.442,2008-02-14,step streets,6.7,2165,23000000,youre youre,98,150816700,music drama romance,1,0,0,0,0,0
4523,1,beautiful princess giselle banished evil queen magical musical animated land finds gritty reality streets modernday manhattan shocked strange new environment doesnt operate happily ever basis giselle adrift chaotic world badly need enchantment giselle begins fall love charmingly flawed divorce lawyer come aid even though already promised perfect fairy tale prince back home wonder storybook view romance survive real world,32.439,2007-11-20,enchanted,6.8,5098,85000000,fairytale princess meet real prince charming,107,340487652,comedy family fantasy romance,1,0,0,0,0,0
